	user_instance	user_id
3161	sepoy@mastodon.social	965852
3162	allensaccnt@mastodon.online	109282122447305332
3163	ChrisSmithMuso@mastodon.social	109257732868056458
3164	theodorajewell@mastodon.social 	
3165	nathanledbetter@mstdn.social	109283059405234924
3166	VictorSandrine2@mastodon.zaclys.com	108232985800083948
3167	kalanicraig@mastodon.online	109280008345222191
3168	DebS@mastodon.social 	
3169	kevin_kenny@mastodon.social	109259883057277641
3170	rosfish@mstdn.social	109248867517641111
3171	MauroCapocci@scholar.social	109279710992351403
3172	imo_weg@aus.social	109283242510862968
3173	JasonPetrulis@mastodon.online	109284701033183774
3174	julesskotnesbrown@mastodon.online	109269322197045246
3175	davidfreis@augsburg.social	109280056911510201
3176	eringc@mastodon.social	109259296765475584
3177	lvsnippenburg@mstdn.social	109262207432468943
3178	jennywoodley@mastodon.social	109259111007178293
3179	juliairwin@mastodon.social	109258700025626017
3180	HQuanquin@mastodon.social	109252701444943265
3181	emiliekmmurphy@mastodon.online	109285692237195317
3182	robinshistory@mstdn.social	109263618811225898
3183	apuddleofmuddle@mstdn.social	109285749184165072
3184	joelglasman@fediscience.org	109285335069156233
3185	lkathryntucker@mastodon.world	109285872858819790
3186	robertpaulett@mstdn.social	109286056314077966
3187	dvmcrae@mastodon.online	109286196710611001
3188	BenVironment@mstdn.social	109286226311883040
3189	kdnawrotzki@sueden.social	109263244267453157
3190	bsb1945@mstdn.social	109285450872348905
3191	drkyliesmith@scholar.social	108204689627484780
3192	alteritea@zirk.us	109298675825040125
3193	robertlee@mastodon.social	109257674895018171
3194	courtneythompson@mastodon.social	109286491233719632
3195	jaivirdi@mastodon.online	108204957992562287
3196	monicavasile@mstdn.social	109263902711018329
3197	neilkennedy@mastodon.online	109286133659658435
3198	agasramirez@mastodon.social	108287386827767308
3199	dianajspencer@mastodon.ie	109292644108444570
3200	ChrisManias@sauropods.win	451
3201	djneill@mas.to	109286175886301035
3202	mikoflohr@akademienl.social	109281978563296253
3203	adrianhorsewood@mastodon.green	109286519933888486
3204	DisabilityStor1@mastodon.social	109238186959782017
3205	dominiquereill@bildung.social	109285502696504659
3206	jessegarrison@mastodon.online	109286907937417353
3207	StillJustRena@mastodon.social	109247359032783958
3208	ejpcollins@mastodon.ie	109296623759753578
3209	mewalters@mastodon.social	109257931628327527
3210	DrNightdub@mastodon.ie	109287143950546919
3211	muerko@c.im	109286916210470840
3212	claireclark@mastodon.social	109554914486123219
3213	kelseashanty@toot.community	109287762604843999
3214	DLeeTalbot@ausglam.space	109266649491048694
3215	creedhistory@mastodon.social	109259217394012839
3216	carlosfnorena@mstdn.social	109287653511999074
3217	gbrew24@mastodon.green	109287897610613389
3218	skimblebanks@mstdn.social	109287622842724686
3219	ctb@mstdn.social	109285675321827120
3220	adamquinn@mstdn.social	109287616679190204
3221	ivanflis@mastodon.online	109274121589606361
3222	AnaStevenson@aus.social	109287446587500622
3223	robtaber@mstdn.social	109285270694467577
3224	undercoverhistorian@econtwitter.net	109287697420644842
3225	amyhimes@mstdn.social	109286188566563490
3226	MichaelOstrogorskyPhD@mastodon.sdf.org	109288424333311331
3227	KevinMKruse@mastodon.social	109258397576793343
3228	timparker@mas.to	109272053803414656
3229	kksmith@mstdn.social	109288361035229018
3230	deglassco@mastodon.social 	
3231	bojacobs@mastodon.social	109245484809412850
3232	amroos@mastodon.social	109253700625044845
3233	divya_cherian@writing.exchange	109288758358956422
3234	Ianlivie@sfba.social	109288892914305692
3235	ProfBruceDorsey@mastodon.online	109282891388500452
3236	rachelshelden@mstdn.social	109283070605834357
3237	drhettie@mastodon.social	108197873928425950
3238	christinkallama@mastodon.social	109249322593625821
3239	archaeothoughts@scicomm.xyz	109276077324942474
3240	jagevans@c.im	109265159445225936
3241	dwcongdon@scholar.social	109270519661467918
3242	cbarker@writing.exchange	109289760056411007
3243	meghanc@mastodon.social	109258976537707003
3244	juliesullivan@mastodon.social	108196945492568976
3245	haushoferl@mastodon.social 	
3246	nludovice@mstdn.social	109274093025334869
3247	msteven1@mstdn.social	109283908077823952
3248	ThierryJoffredo@mamot.fr	532
3249	katherineschof8@mastodon.social	109244905169927835
3250	andrewheavens@mastodon.scot	109290089652483217
3251	emorier@mastodon.top	109270465953738954
3252	jacquelinehylkema@akademienl.social	109286582878796590
3253	CordeliaBeattie@mstdn.social 	
3254	DrLindseyFitzharris@mastodon.world 	
3255	SteveSarson@mastodon.social	109259294367129069
3256	Sami_Historian@mastodon.social	108197214758969294
3257	anothermaggie@mastodon.lol	
3258	DrHick@mstdn.social	109290531731756040
3259	dochock@mastodon.social	109220204729362913
3260	maggie@zirk.us	109291039359351696
3261	thomasjhumphrey@mastodon.social	109258903400830190
3262	andrewlea@mastodon.social	109259645328434371
3263	OrelBeilinson@bildung.social	109291143835886515
3264	jessica_minieri@mstdn.social	109291143092425913
3265	smcdougall@mstdn.social	109262513638657360
3266	proftilburg@mastodon.social	109290863468520688
3267	Therealflowerpower@mastodon.social	109246717228832982
3268	Finitarian@mastodon.green	109288180235922378
3269	roberttsai@mstdn.social	109287079991231630
3270	DrSid_S@scholar.social	108196871651372408
3271	mikehm@mastodon.world	109285266308928947
3272	eneswald@mastodon.social	109242076377424783
3273	EmilyRobinson@zirk.us	109291340198885212
3274	juliafoulkes@mstdn.social	109285536264119584
3275	ProfBillB@mastodon.social	109258993549728634
3276	edinburgh@mastodon.scot	109291637070501769
3277	jenniferbazar@mastodon.social	109245140107250294
3278	sandipto@mstdn.social	109269548541793238
3279	diffendale@scholar.social	25722
3280	Jtscherne@mastodon.social	505316
3281	jkbuhler@c.im	109287357515161757
3282	AhouckinFrance@mastodon.social	109259577219679428
3283	dapperhistorian@mastodon.scot	109291774311854539
3284	edenmedina@mastodon.mit.edu	109277562122996584
3285	seaxeducation@toot.community	109291534766729407
3286	drsepinwall@hcommons.social	109304434558891651
3287	scoutblum@mastodon.green	109292042796087435
3288	juniperoxford@writing.exchange	109291905173518946
3289	drwieben@mstdn.social	109289839951559871
3290	janehong@mastodon.social	109258897947760041
3291	gb_morris@mas.to	109291050964932840
3292	emilypawley@mastodon.social	109258976515118449
3293	tanujakothiyal@mastodon.social	965250
3294	armadillos@mastodon.social	109291481390147996
3295	VileHistorian@mastodon.online	109259953592903278
3296	MartynDGreen@mastodonapp.uk	109292139053525098
3297	MommaRose@mastodon.social	109259743076912247
3298	RebeccaWynter@mastodon.cloud	109264943500110458
3299	cjfaraday@writing.exchange	109292277276618213
3300	miker93@mastodon.social	108199281502070458
3301	dkedrosky@econtwitter.net	109291945731988153
3302	williamcallison@econtwitter.net	109287993787839743
3303	TheHistoryWoman@dizl.de	109292305565571046
3304	kelsey@literatur.social	109292370736324262
3305	mia@mastodon.cloud	6127
3306	ek_word@mastodonapp.uk	109292394202243568
3307	j_davies_66@mas.to	109287700386690564
3308	krista@mas.to	109290547733764435
3309	japan_prof_john@mstdn.jp	
3310	ggalvezbehar@sciences.re	
3311	queenmab@mas.to	109291919208387570
3312	bestoneTX@mas.to	109292652614028846
3313	History_Will@mastodon.social	109255982227260913
3314	nheller@zirk.us	109286877158386677
3315	profmle@mastodon.social	109258584951311009
3316	CristinaLAlfar@Mastodon.social	109251239581812712
3317	jraimo@mastodon.online	109263333576149936
3318	batizlazo@mastodon.social	109258369286034270
3319	HistoryKate@mastodon.nz	109292939538884132
3320	jliedl@mas.to	109292962234863011
3321	rmidura@mastodon.world	109286700104482225
3322	kforde@mastodon.online	109264105501860574
3323	Dorialexander@mastodon.social	46007
3324	manumourlon@mastodon.social 	
3325	CGrose@writing.exchange	109290051529679232
3326	GlienkeStephan@mastodon.online	109265045780552493
3327	sniphist@mastodon.scot	109286013189479614
3328	moneschleper@mas.to	109263656316611990
3329	davidgolding@hcommons.social	109300999645831445
3330	Amy_WB@zirk.us	109297401356493413
3331	rhoelzl@mastodon.social	108198921112183684
3332	jamesrmcd@mastodon.social 	
3333	Saditious@mas.to	109292755793404523
3334	BiblioWingate@mstdn.social	108221422507829264
3335	MartynDGreen@writing.exchange	109293803588918654
3336	katemdavo@mstdn.social	109285130248048327
3337	bookwitz@mstdn.social	109289574872713344
3338	tryingbiology@mastodon.online	109261059207615035
3339	lisagoff@mastodon.social	109259941835271053
3340	kalramnath@mastodon.social	109246065490728736
3341	erubin@mstdn.social 	
3342	anirvan@mastodon.social	476510
3343	brianjgriffith@mas.to	109288807972975369
3344	robdmontoya@mastodon.social	109243734632223154
3345	HannaSinclair@mastodonapp.uk	109288345105419943
3346	ABateman@toot.community 	
3347	markstoneman@zirk.us	109292538717358794
3348	EstherLCuenca@toot.community	109288719827089856
3349	lwinling@mastodon.top	109277499665661921
3350	dan_guad@mas.to	109284967951699050
3351	MarkStout@mastodon.coffee	109294796225480420
3352	KimTodzi@mastodon.social	109245911437151830
3353	nhungtuyettran@mastodon.social	109292023046477071
3354	rjgranieri@mastodon.online	109295284119066051
3355	hl_murray@mastodon.social	466202
3356	Jenn_Jorm@c18.masto.host	109295500473094239
3357	anhsyhuyle@mas.to	109292985556688199
3358	ag@mastodon.top	108196458653354877
3359	GJMedieval@toot.community	109291603086347881
3360	gtronchet@piaille.fr	109290546006518277
3361	crideaukikuchi@sciences.re	
3362	mateo_bratanic@freeradical.zone 	
3363	einerseits@indieweb.social	109295914137007609
3364	ioantrifu@mstdn.jp	
3365	claire_somaglino@mas.to	109291996956711563
3366	kowaimonkeybrain@ieji.de	109290950658127629
3367	erinnerungenimnetz@hessen.social	108543400003038439
3368	Abiwoods@mastodonapp.uk	109290810517865199
3369	kobzaruns@mstdn.social	109286705381586727
3370	gfisch2000@mastodon.social	109116933503948240
3371	jucast@mastodon.top	109269668420575575
3372	saruzza@qoto.org	
3373	jonaskjoller@mastodon.nu	109292313265881039
3374	mediaevalrevolt@mastodon.sdf.org	109281040985535346
3375	MLewinCampos@mastodon.lol	
3376	ehchalus@mastodon.top	109290863610987720
3377	Sesamescholar@mstdn.social	109261604638947584
3378	Aearls@mstdn.social	109260760172739512
3379	bschillace@mastodon.social	109245541094634872
3380	FlintDibble@fediscience.org	109292397058058218
3381	obyrska@mstdn.social	109290754383511171
3382	jebrook@mastodon.social	109251573357720776
3383	ldburnett@mastodon.online	109257790250413215
3384	stephaniedrenka@mas.to	109288739976629261
3385	Amanda_Martin@mstdn.social	109291707013028633
3386	dancarkner@mstdn.ca	109291973761299247
3387	SandraBree@sciences.re	
3388	ProvAtlantic@c18.masto.host	109294735105555093
3389	kprkr@sciences.social	109281393330859246
3390	Laprofmme@mas.to	109297218341006782
3391	ppiccato@mstdn.social	109285964468813315
3392	profjohnharney@mastodon.social	18305
3393	jenniferpete@mastodon.social	109244376367137536
3394	Jedshug@mastodon.social	109243736954203483
3395	EJBrand@c18.masto.host	109297262435264322
3396	InfiniteVoid@eldritch.cafe	109291855301344419
3397	lubin@zirk.us	109297437527381369
3398	scharffv@mastodon.social	109259209223612664
3399	brewedculture@mastodon.beer	109297588478393560
3400	sonjdol@chaos.social 	
3401	elenowitzhess@mastodon.social	109297737759978797
3402	marymcauliffe@mastodon.ie	109290128503549656
3403	Petergray47@mastodon.ie 	
3404	medieviz@mamot.fr	5856
3405	adambres@mastodon.social	109243304884760642
3406	tiennusmarcus@piaille.fr	109297375762853562
3407	kamamaclean@mastodon.green	109295662754796177
3408	RonaldVisser@akademienl.social	109287193295081607
3409	andrews_cath@mas.to	109288517479233739
3410	danroyles@mastodon.social	109252622063389319
3411	neilwholey@mastodon.world	109286646748339835
3412	mxtiessen@mastodon.online	109265518875671315
3413	alessa_ed@mstdn.social	109287717123554679
3414	clodagh_tait@mastodon.ie	109297239408396909
3415	dianawilliams@mas.to	109266913024631904
3416	caeliambulator@mastodon.online	109296859093499643
3417	CesarePastorino@hcommons.social	109302463586547103
3418	machadoisabel@fediscience.org	109292362552870870
3419	prof_gabriele@mastodon.social	109236371268765623
3420	PorcherAncelle@sciences.re	
3421	doravargha@mstdn.social	109263118932011859
3422	dingo_dad_games@dice.camp	109297096170135012
3423	LookNoFurther@ieji.de	109297182783569102
3424	nelsonhist@mastodon.social	109258841967260524
3425	ktetens@mastodon.online	109298091243495539
3426	rkpejsova@mas.to	109292046239279424
3427	_jonathansjones@mastodon.online	109298954202538337
3428	aarbrk@mstdn.mx	109298758483979757
3429	MalickGhachem@mastodon.mit.edu	109317085275632671
3430	MichaelLedgerLomas@mastodon.social	109259135646499965
3431	brian_hioe@mastodon.online	109297258411199047
3432	HilaryDoda@mastodon.world	109298660668981864
3433	adapalmer@wandering.shop	109296298666704762
3434	Engelmal@mastodon.world	109298311185543724
3435	Citizenwald@mastodon.online	109295007961873621
3436	mjsharafi@mstdn.social	109294155331202736
3437	azelin@mastodon.social	109243397576146075
3438	GeorgeShields@mastodon.social	109111961708066810
3439	genebrarian@mastodon.nz	109292849921177393
3440	Honer_CUT@mastodon.online	109297785731027374
3441	plutopsyche@mastodon.social	109246813006887714
3442	aechallu@fediscience.org	109300471084900010
3443	SAThevoz@mastodonapp.uk	109290962992902769
3444	willpooley@scholar.social	108204933227306516
3445	sandermarkmolenaar@akademienl.social	109275683077857090
3446	barlafuess86@mstdn.social	109285683540484640
3447	laurentgalopin@sciences.re 	
3448	siavush@hcommons.social	109299487289711792
3449	historyrocio@mstdn.social	109286750267437319
3450	wissen_ist_acht@social.linux.pizza	109275986760728106
3451	mosuleye@mastodon.world	109298633991580518
3452	idontknow@mas.to	109301634642500178
3453	patrick_sahle@social.cologne	109301676383232818
3454	pathdependency@mastodon.ie	109293989310172418
3455	davidjhendy@mstdn.social	109280481059970233
3456	bmleitner@mas.to	109301997405615342
3457	ElizabethRDale@mastodon.online	108204302379412242
3458	janinefunke@mastodon.social	109250259524357530
3459	dremilyprice@mas.to	109288333909260455
3460	kungfuzi@hcommons.social	109302436034271707
3461	sarawasson@mstdn.social	109291069146105043
3462	bittermelon@writing.exchange	109300780569861997
3463	postkulturwiss@scholar.social	109274816026602634
3464	draliceevans@mastodon.social	109259283801377919
3465	DanielSiemens@hcommons.social	109302923997479758
3466	mauricejcasey@mastodon.ie	109302019566824662
3467	anthroetc@fediscience.org	109285534406811171
3468	Cassandra@mstdn.social	109287377072619745
3469	dambaras@zirk.us	109302955459760466
3470	edinh@mastodon.social	109302671565626784
3471	HistParl@mas.to	109302528263045923
3472	serenaj@mastodon.social	108267994210386967
3473	pammack@hcommons.social	109303156714049343
3474	winterwim@mastodon.online	109284468908659631
3475	alexhughes@mas.to	109303942879636595
3476	RPBook@mas.to	109288226415085771
3477	SamuelGuthrie@mastodon.ie	109302922541606839
3478	lauraingalli@hcommons.social	109303438946232434
3479	NikkiClark86@mastodon.sdf.org	109302099967104203
3480	hltn@mastodon.social	109247423345551086
3481	RenSimSusan@mastodon.online	109290843067114685
3482	beforewewerewhite@mastodon.online	109282200728421300
3483	catrionagold@mastodon.social	109258696454625120
3484	limbfun@medievalist.masto.host	109302887787821249
3485	WesleyLivesay@mastodon.social	238074
3486	Tara_Calaby@zirk.us	109298921430131952
3487	brunostrasser@mstdn.social	109273597132067241
3488	sps@lor.sh	109304065957595842
3489	traviseross@fosstodon.org	109297745950409765
3490	alexcsiszar@fediscience.org	109298622633786784
3491	Cervantez@hcommons.social	109305575454991385
3492	bojacobs@hcommons.social	109305227690318769
3493	annibarfuss@mastodon.social	109252174589596169
3494	mikejones@mastodon.social	19311
3495	adria_enriquez@mastodont.cat	109262068893971899
3496	majben@mastodon.opencloud.lu	123277
3497	openartdata@mastodon.art	109249400325252174
3498	MISS_HVA@mas.to	109304189777942010
3499	lauratisdall@mastodonapp.uk	109290352776995126
3500	AndiSchubert@zirk.us	109307457241773323
3501	1418research@mastodon.social	109245715105751572
3502	kaycrosby@mastodon.lol	
3503	CathleenSarti@mas.to	109304192167569777
3504	AnnaLeinen@zirk.us	109307242749242168
3505	MAKolakowski@mstdn.jp	
3506	ronix@sueden.social	109304066061991717
3507	IrmelaDiedrichs@social.tchncs.de	109303373049134614
3508	aileenfyfe@mastodon.scot	109302745217701214
3509	bmalone@mastodon.ie	109293948395026087
3510	QueerYouthHistorian@mas.to	109308021448427139
3511	odrejka@mastodon.iriseden.eu	109304050194537321
3512	fan_idee@mastodon.online	109268926108968457
3513	willpooley@hcommons.social	109303018286143619
3514	annelottejanse@mstdn.social	109263186513972451
3515	lmbd1418@mastodon.online	109286904056357581
3516	markrstoll@masto.ai	109299900891478781
3517	xankarn@mastodon.online	109298561550976689
3518	digivictorian@mas.to	109309343375853423
3519	AdamJMosley@mastodon.me.uk	109293095357249509
3520	maehr@mastodon.social	1148031
3521	tamernawar@fediscience.org	109290063417868979
3522	mollyharrabin@mastodonapp.uk	109303795855722697
3523	jaivirdi@mastodon.social	109286669584107905
3524	ProfQ@mstdn.social	109291827953382910
3525	lars_amenda@mastodon.social	108283317532422786
3526	AndrewAyton@mas.to	109292358529515982
3527	avielroshwald@mstdn.social	108221475295254089
3528	paxman@scholar.social	89456
3529	mpitelka@hcommons.social	109310237863104074
3530	nkogan@mastodon.social	109259567968547686
3531	omarcheta@hcommons.social	109309795767671622
3532	maeHist@c.im	109264003297823539
3533	benbeese@zirk.us	109311809100073961
3534	rsmsflschr@kolektiva.social	109246483700491011
3535	emilymfg@mastodon.ie	109290901909556941
3536	robert@social.winter.ink	1
3537	atommarie@mastodon.social	109302899554020528
3538	enthist@mastodon.social	108219637121828909
3539	andkirc@mstdn.social	109272872669735404
3540	VicTurk@mastodonapp.uk	109310834879454272
3541	Kevin_D_Tennent@mastodon.scot	109268128357448537
3542	j_goddy@mastodon.ie	109293394774744504
3543	simonmollan@hcommons.social	109304857994086641
3544	eirkvi@hcommons.social	109307402221373789
3545	nathalieschmidt@fediscience.org	109308178280686772
3546	fabienbp@sciences.re	
3547	timgloege@mastodon.sdf.org	109288462491507861
3548	mickaelwilmart@sciences.re	
3549	mahmud_writer@mas.to	109300747475107926
3550	ccooijmans@hcommons.social	109304789726543348
3551	Maellepenn@sciences.re	
3552	bhgreeley@cursoryreview.org	109287501236846891
3553	amisamileanded@hcommons.social	109313441672038667
3554	slobogin@mas.to	109288027127798526
3555	germilhistory@mastodon.world	109286393585399280
3556	zwhitehistory@mindly.social	109315188271031784
3557	strickvl@mathstodon.xyz	109253176863842590
3558	GaryLove@hcommons.social	109315664997275990
3559	crusaderproject@mastodonapp.uk	109303428123119824
3560	medievalmedievil@c.im	109310152761650447
3561	MalickGhachem@mastodon.mit.edu	109317085275632671
3562	TomTheuns@akademienl.social	109290222422668329
3563	richmondbridge@mstdn.social	109244286863140387
3564	jeremybassetti@mastodon.social	109258231784448505
3565	FlintDibble@archaeo.social	9874
3566	JessicaReinisch@mstdn.social	109319543403238196
3567	interdependent@sfba.social	109320192837419906
3568	martinmeiske@hcommons.social	109310140675252160
3569	lonaga@zirk.us	109315700501974522
3570	Therronwelstead@mas.to	109292380425719626
3571	booklearning@hcommons.social	109301603667432301
3572	oanasorescuid@mastodon.green	109291236134288588
3573	lucycoatman@wien.rocks	109324536239705349
3574	tway@mastodon.online	109274213967056411
3575	Kabe_xz@mastodon.social	108249106013752343
3576	bramvanleuveren@akademienl.social	109286362676348101
3577	brimwats@scholar.social	107020509739083002
3578	ceesheere@mastodon.nl	109323861456480720
3579	erinacean@mastodon.social	108194107178923518
3580	ReginaGoeschl@mastodon.social	109246432678838036
3581	stevenbwagner@mas.to	109305117122742999
3582	cjslaby@mastodon.social	109298996412550540
3583	tonahangen@universeodon.com 	
3584	econroykrutz@zirk.us	109326956664410915
3585	MorganForde@newsie.social	109326995346685914
3586	prarochana@1210.nl	109297850786090982
3587	sallyosborn@mastodon.social	109246246484464691
3588	Jtschurenev@fediscience.org	109323921711848020
3589	covadonga@hcommons.social	109317327725844396
3590	clivepricejones@mastodonapp.uk	109312958191328596
3591	sebdaso@mastodon.social	108080257249480913
3592	annegoldgar@mstdn.social	109329022661758752
3593	alexrenton@nerdculture.de	109331515187078970
3594	foundhistory@hcommons.social	109325518969650072
3595	tojo@glasgow.social	109303202528008105
3596	LarsHenriksen@mastodon.nu	109301563206127293
3597	cfauske@mastodon.social	109292742831139872
3598	WinstonSmith6079@mstdn.social	109325720067252075
3599	justingage@mastodon.social	109259383114252277
3600	frederike@mastodon.zaclys.com 	
3601	TRichard_Nelson@mstdn.social	109263718013686944
3602	clio@fruef.social	109343433103088545
3603	juliahurley@mstdn.social	109332575041521589
3604	claremulley@c.im	109308323083693509
3605	ProfMytheli@mastodon.online	109299690594906364
3606	diodorus@masto.ai	109334268874319317
3607	aadoherty@mstdn.social	109335002688528741
3608	fmadore@hcommons.social	109315385873095651
3609	_sorcha@mastodon.ie	109291430310496261
3610	Dewanu@mastodon.sdf.org	109311878195410846
3611	plausistory@hcommons.social	109331865504086618
3612	Assurnasirpal@mas.to	109319410691057449
3613	claireridgway@c.im	109279793411271588
3614	fjcasr@archaeo.social	109337052772157484
3615	malterehbein@mastodon.bayern	109245702337121674
3616	AmyMcElroy@mas.to	109290404550442217
3617	DrSKBarker@mastodon.social	109259087000976262
3618	DrRickWoten@masto.ai	109321833953526688
3619	michellecastelletti@mastodonapp.uk 	
3620	timlacy@zirk.us	109308595838410496
3621	RLCaputi@mastodon.uno	109305468433964034
3622	dwhauthor@mastodon.social	108195998494935366
3623	s_bosbach@better.boston	109325268957363380
3624	CariBabitzke@mastodon.social	109258162182375282
3625	cailinrua1@mastodon.ie	109291904614008376
3626	gzornetta@mastodon.uno	109289736183010745
3627	adresscomptoir@mastodon.social	108386856787134357
3628	stefanbauer@mastodon.social	109337283812265216
3629	brant@mstdn.party	109327363712158828
3630	Sherifazuhur@sfba.social	109310476325431288
3631	pollak@mastodon.social	108195946556804099
3632	herzldad@mstdn.social	109334835833649527
3633	davidluebke@home.social	
3634	rosicrane@mastodon.nz	109288976589856134
3635	izarom@mas.to	109301315175084764
3636	sjamme@mastodon.online	109278927630353342
3637	JoeMaristela@Mastodon.social	2328
3638	MarioGranaTaborelli@hcommons.social	109315996690413138
3639	cernach@mastodon.top	109278771214978658
3640	OxMedStud@mastodonapp.uk	109301834444775769
3641	jeremyneely@vmst.io	109339084045794334
3642	jconnellstryker@mstdn.social	109343214590337142
3643	starbuckery@mastodon.online	109279899275717180
3644	pikkuotus@kamu.social	109263671944037724
3645	HeatherRojo@toot.community	109340068537313331
3646	sjm@mastodon.world	109298341764945554
3647	sbozanich@zirk.us	109369380052595121
3648	paigeroberts@mastodon.social	108198620944845727
3649	Karina_Wendling@piaille.fr	109308318401372494
3650	BobStep@newsie.social	109339439252408679
3651	ebolton@mastodonapp.uk	109347853407993713
3652	lloydbowen@mastodon.sdf.org	109290774326264088
3653	estelleszmidt@zirk.us	109353573526309628
3654	menyalas@fedihum.org	109342522762842557
3655	helenasheehan@mastodon.ie	109292208097093581
3656	KelseyUtne@mstdn.social	109355031864884746
3657	aluckmann@zirk.us	109326220622468147
3658	richardkirwan@hcommons.social	109309255362927057
3659	andrewseal@mastodon.lol	
3660	sdandras@zirk.us	109358940308369084
3661	joe_oliver@mastodon.online	109299231559618864
3662	julwindhoevel@mastodon.social	109359173981794042
3663	saniya@mstdn.social 	
3664	slopclothes@mastodon.social	109362083909476260
3665	ama@bbq.snoot.com	109362150055697753
3666	moubanerjee28@ohai.social	
3667	ama@bbq.snoot.com	109362150055697753
3668	frederike@mastodon.zaclys.com	109247770212518090
3669	alitvine@hcommons.social	109310379855627429
3670	NinonDubourg@sciences.re	
3671	franziska@mastodon.social	16393
3672	sastef@toot.community	109301998608188079
3673	cerin126@mastodon.online	109259365273894881
3674	srhamilton@mastodon.social	109293978971444882
3675	zoejackson@mas.to	109364020381011179
3676	drjpwillis@mastodonapp.uk	109364122809030209
3677	acfox@archaeo.social	109364032799981546
3678	janalena@toot.community	109324532209188404
3679	TabithaLambert@mas.to	109309731580656058
3680	kimmcurran@mas.to	109307765784512587
3681	incapabilitybrown@mas.to	109364176631009716
3682	magnusz@mastodon.nu	109364053393420686
3683	quentinverreycken@sciences.re	
3684	EmilyRhodes@mastodon.world	109364458296203045
3685	ingridvandijk@sciences.social	109363681923622395
3686	eltonteb@hcommons.social	109303780247604021
3687	cloemmo@hcommons.social	109327128385261488
3688	jddelleluche@sciences.re	
3689	tangledhistorian@mastodon.lol	
3690	EileenLuscombe@mastodon.au	109364256573972532
3691	seow@writing.exchange	109295392296159173
3692	MrBunchGovEcon@mastodon.education	109371947106522200
3693	flurin_condrau@swiss.social	109310175061980611
3694	CarlZimring@mastodon.green	109294206748187288
3695	Vsilverman@union.place	109362524425197690
3696	ProfGidlow@mastodon.social	109362220056686649
3697	KathleenADuVal@mstdn.social	109262999167556035
3698	DrEleanorJanega@mastodon.world	109348642684481949
3699	aeshimer@mastodon.sdf.org	109365198427572397
3700	BenGMartinHist@zirk.us	109365178911914121
3701	leakleb@piaille.fr	109364441085339798
3702	jamiepaxton@mastodon.sdf.org	109266229421764945
3703	adamarenson@mastodon.online	109299309086471332
3704	khowaga@mastodon.social	487413
3705	akdanzihalp@mstdn.party	109365100972608771
3706	SCarta@hcommons.social	109308695344765340
3707	christa@zirk.us	109298539263112224
3708	pfmcdevitt@newsie.social	109364785056300529
3709	SaraSilverstein@hcommons.social	109332005615335496
3710	vinicius@sciences.social	109364779214029283
3711	vswoeste@sauropods.win	109364853867147083
3712	SevenPaperclips@mastodon.social	109280039343065432
3713	delaruef@mastodon.social	109256325783998026
3714	DrHannahThomas@mastodon.world	109366007658460269
3715	dblobaum@mastodon.world	109365274415751772
3716	Jonathan_Fruoco@sciences.re	
3717	BuffaloResearch@glammr.us	109333297755503044
3718	swithycombe@mastodon.social	109258621905749169
3719	jameslin@zirk.us	109366425559016025
3720	KellyLyons24@mstdn.social	109332861314083249
3721	lizzieehrenhalt@masthead.social	
3722	zmazur@mstdn.social	109320295448320055
3723	dianej@mastodon.social	108195808937102844
3724	byzantineprof@mastodon.world	109365280128677604
3725	seizedandshaken@mastodon.social	109225455799566853
3726	framatophe@framapiaf.org	6
3727	comesimien@sciences.re	
3728	pylacour@sciences.re	
3729	comesimien@sciences.re	
3730	khodadad@hcommons.social	109308172205750757
3731	stephengadd@mstdn.social	109343422822087271
3732	oniromanie@sciences.re	
3733	kirbyrachel@mastodon.social	109365152530747806
3734	DrKarenLCox@mstdn.social	109287367714729483
3735	brucedouville@mstdn.ca	109367575811406757
3736	HarrietRichardson@mastodon.scot	109348253036975631
3737	elmunc@mastodon.lawprofs.org	109328759245598007
3738	justcodeculture@mastodon.social	109266309007958757
3739	usuhistorienne@toot.community	109365162768166618
3740	martinmeiske@hcommons.social	109310140675252160
3741	GilmoreGlenda@mstdn.social	109344486839784848
3742	LukasMengelkamp@sciences.social	109364746029801437
3743	marksouther@zirk.us	109371188879792873
3744	thea@hcommons.social	109316678203005705
3745	lottekosthorst@zirk.us	109371788976588684
3746	rider_jon@zirk.us	109365280591812662
3747	jw_fr@mastodon.social	500134
3748	kendraleonard@hcommons.social	109309968108217365
3749	spatial_history@mstdn.social	109332333010401041
3750	SCrozierDeRosa@aus.social	109367990400703962
3751	JoanneKlein@mastodon.world	109374138220859908
3752	AriK@archaeo.social	109374300067304711
3753	katyam@masto.ai	109374259821881850
3754	doctor_c_phd@mastodon.world	109374411257499922
3755	frankwolff@mas.to	109270534943025170
3756	DonalCoffey@mastodon.ie	109375460462661376
3757	MOF1916@mastodon.ie	109292894440955464
3758	lm@sciences.social	109372826781666189
3759	katebarker@newsie.social	109375858320818466
3760	larryr@mstdn.social	109287247808506204
3761	trixiegadd@mstdn.social	109342036943628848
3762	benedettacarnaghi@mastodon.world	109376376081318955
3763	christinekooi@akademienl.social	109330958911631080
3764	rkrizmanicshist@sciences.social	109366141998133367
3765	JerryGersh@newsie.social	109371254154779363
3766	NathGAlexander@zirk.us	109376337069956768
